#gene_id	length
TRINITY_DN185548_c3_g3	354
TRINITY_DN185569_c0_g1	3005
TRINITY_DN164212_c6_g2	676
TRINITY_DN152367_c1_g1	230
TRINITY_DN152377_c0_g2	684
TRINITY_DN190067_c6_g3	397
TRINITY_DN152443_c1_g1	794
TRINITY_DN152443_c2_g1	694
TRINITY_DN154931_c0_g1	235
TRINITY_DN171702_c2_g2	2652
TRINITY_DN160101_c3_g6	264
TRINITY_DN186145_c0_g3	511
TRINITY_DN189350_c0_g1	239
TRINITY_DN138516_c0_g1	244
TRINITY_DN199310_c2_g1	1080
TRINITY_DN164113_c5_g1	1027
TRINITY_DN164114_c0_g2	904
TRINITY_DN183546_c0_g1	1710
TRINITY_DN167744_c5_g1	1219
TRINITY_DN165388_c5_g1	1069
TRINITY_DN189565_c4_g1	225
TRINITY_DN189590_c11_g2	516
TRINITY_DN164775_c1_g1	1579
TRINITY_DN156151_c0_g3	268
TRINITY_DN166099_c6_g1	539
TRINITY_DN192971_c3_g3	684
TRINITY_DN192872_c1_g1	587
TRINITY_DN192872_c1_g2	2982
TRINITY_DN192872_c1_g3	1283
TRINITY_DN192872_c1_g4	522
TRINITY_DN177728_c2_g1	763
TRINITY_DN196270_c2_g3	521
TRINITY_DN113952_c0_g1	240
TRINITY_DN181770_c1_g1	597
TRINITY_DN187496_c5_g2	367
TRINITY_DN157919_c1_g1	231
TRINITY_DN157916_c3_g4	280
TRINITY_DN157980_c3_g1	309
TRINITY_DN124296_c0_g1	711
TRINITY_DN163561_c6_g4	345
TRINITY_DN163592_c6_g1	590
TRINITY_DN163592_c6_g2	202
TRINITY_DN169289_c3_g1	290
TRINITY_DN160854_c6_g1	641
TRINITY_DN159960_c0_g2	325
TRINITY_DN159903_c5_g2	1951
TRINITY_DN159933_c5_g3	998
TRINITY_DN146093_c0_g1	243
TRINITY_DN181559_c1_g1	401
TRINITY_DN181559_c1_g2	418
TRINITY_DN126883_c0_g1	984
TRINITY_DN166382_c1_g1	300
TRINITY_DN170314_c3_g1	560
TRINITY_DN168359_c3_g1	1678
TRINITY_DN168359_c3_g4	221
TRINITY_DN181320_c3_g1	448
TRINITY_DN199907_c0_g3	376
TRINITY_DN162298_c4_g1	792
TRINITY_DN184224_c4_g2	617
TRINITY_DN138686_c0_g1	416
TRINITY_DN190157_c0_g1	300
TRINITY_DN155336_c2_g8	562
TRINITY_DN174616_c4_g1	1436
TRINITY_DN174616_c4_g4	414
TRINITY_DN161894_c2_g1	507
TRINITY_DN186646_c1_g1	518
TRINITY_DN169429_c4_g1	532
TRINITY_DN155751_c0_g1	495
TRINITY_DN153287_c0_g1	562
TRINITY_DN163805_c1_g1	1467
TRINITY_DN137916_c0_g1	611
TRINITY_DN142055_c0_g1	398
TRINITY_DN160381_c5_g1	782
TRINITY_DN167164_c0_g1	1447
TRINITY_DN203193_c0_g1	267
TRINITY_DN240828_c0_g1	310
TRINITY_DN226357_c0_g1	210
TRINITY_DN248457_c0_g1	237
TRINITY_DN214517_c0_g1	495
TRINITY_DN225657_c0_g1	810
TRINITY_DN238657_c0_g1	338
TRINITY_DN209446_c0_g1	442
TRINITY_DN227383_c0_g1	383
TRINITY_DN244299_c0_g1	216
TRINITY_DN216992_c0_g1	276
TRINITY_DN251815_c0_g1	264
TRINITY_DN253511_c0_g1	233
TRINITY_DN207744_c0_g1	462
TRINITY_DN224155_c0_g1	236
TRINITY_DN200217_c0_g1	289
TRINITY_DN202957_c0_g1	210
TRINITY_DN239406_c0_g1	203
TRINITY_DN202328_c0_g1	221
TRINITY_DN234419_c0_g1	1404
TRINITY_DN248368_c0_g1	238
TRINITY_DN252327_c0_g1	264
TRINITY_DN215191_c0_g1	277
TRINITY_DN215052_c0_g1	207
TRINITY_DN218223_c0_g1	313
TRINITY_DN247689_c0_g1	227
TRINITY_DN216686_c0_g1	209
TRINITY_DN222615_c0_g1	220
TRINITY_DN234959_c0_g1	756
TRINITY_DN248557_c0_g1	304
TRINITY_DN202203_c0_g1	638
TRINITY_DN239113_c0_g1	280
TRINITY_DN200713_c0_g1	233
TRINITY_DN236320_c0_g1	525
TRINITY_DN246868_c0_g1	276
TRINITY_DN236935_c0_g1	234
TRINITY_DN244529_c0_g1	288
TRINITY_DN208433_c0_g1	417
TRINITY_DN16550_c0_g1	463
TRINITY_DN16577_c0_g1	376
TRINITY_DN16544_c0_g1	817
TRINITY_DN16564_c0_g1	222
TRINITY_DN16501_c0_g1	245
TRINITY_DN16563_c0_g1	520
TRINITY_DN16509_c0_g1	495
TRINITY_DN9726_c0_g1	259
TRINITY_DN9789_c0_g1	510
TRINITY_DN9768_c0_g1	287
TRINITY_DN9728_c0_g1	251
TRINITY_DN49867_c0_g2	235
TRINITY_DN49815_c0_g1	255
TRINITY_DN49885_c0_g1	214
TRINITY_DN74587_c0_g1	296
TRINITY_DN74585_c0_g1	274
TRINITY_DN98659_c0_g1	393
TRINITY_DN98616_c0_g1	232
TRINITY_DN12744_c0_g1	676
TRINITY_DN12762_c0_g1	358
TRINITY_DN12748_c0_g1	229
TRINITY_DN17820_c0_g1	494
TRINITY_DN17805_c0_g1	290
TRINITY_DN17828_c0_g1	345
TRINITY_DN47476_c0_g1	317
TRINITY_DN47425_c0_g1	247
TRINITY_DN47473_c0_g1	228
TRINITY_DN49364_c0_g1	208
TRINITY_DN49304_c0_g1	350
TRINITY_DN49368_c0_g1	312
TRINITY_DN49351_c0_g1	494
TRINITY_DN49340_c0_g1	308
TRINITY_DN49354_c0_g1	250
TRINITY_DN13788_c0_g1	313
TRINITY_DN13729_c0_g1	284
TRINITY_DN13704_c0_g1	414
TRINITY_DN59296_c0_g1	283
TRINITY_DN59253_c0_g1	292
TRINITY_DN59227_c0_g1	244
TRINITY_DN38930_c0_g1	388
TRINITY_DN38912_c0_g1	267
TRINITY_DN38908_c0_g1	272
TRINITY_DN38987_c0_g1	356
TRINITY_DN38956_c0_g1	456
TRINITY_DN18354_c0_g1	342
TRINITY_DN18327_c0_g1	624
TRINITY_DN81237_c0_g1	376
TRINITY_DN81228_c0_g1	503
TRINITY_DN81295_c1_g1	341
TRINITY_DN81236_c1_g1	201
TRINITY_DN81246_c0_g1	287
TRINITY_DN99202_c0_g1	346
TRINITY_DN99284_c0_g1	219
TRINITY_DN99259_c0_g1	271
TRINITY_DN99297_c0_g1	717
TRINITY_DN99293_c0_g1	270
TRINITY_DN23169_c0_g1	585
TRINITY_DN23107_c0_g1	530
TRINITY_DN23175_c0_g1	232
TRINITY_DN23102_c0_g1	407
TRINITY_DN23147_c0_g1	228
TRINITY_DN1380_c0_g1	223
TRINITY_DN1359_c0_g1	237
TRINITY_DN1371_c0_g1	422
TRINITY_DN84841_c0_g1	302
TRINITY_DN84885_c0_g1	313
TRINITY_DN84836_c0_g1	223
TRINITY_DN84811_c0_g1	283
TRINITY_DN84873_c0_g1	617
TRINITY_DN84873_c1_g1	828
TRINITY_DN84851_c0_g1	277
TRINITY_DN84888_c0_g1	403
TRINITY_DN83046_c0_g1	688
TRINITY_DN83098_c0_g1	293
TRINITY_DN83065_c0_g1	450
TRINITY_DN83070_c0_g1	400
TRINITY_DN83056_c1_g1	511
TRINITY_DN83055_c0_g1	347
TRINITY_DN83014_c0_g1	217
TRINITY_DN1860_c0_g1	234
TRINITY_DN1824_c0_g1	298
TRINITY_DN1879_c0_g1	316
TRINITY_DN1858_c0_g1	285
TRINITY_DN1866_c0_g1	319
TRINITY_DN1819_c0_g1	475
TRINITY_DN35963_c0_g1	483
TRINITY_DN35974_c0_g1	242
TRINITY_DN35981_c0_g1	210
TRINITY_DN35981_c0_g2	261
TRINITY_DN35900_c0_g1	373
TRINITY_DN67920_c0_g1	552
TRINITY_DN67920_c0_g2	208
TRINITY_DN67963_c0_g1	285
TRINITY_DN67954_c0_g1	232
TRINITY_DN67998_c0_g1	436
TRINITY_DN67931_c0_g1	754
TRINITY_DN24312_c0_g1	371
TRINITY_DN24379_c0_g1	227
TRINITY_DN24337_c0_g1	342
TRINITY_DN84972_c1_g1	380
TRINITY_DN53686_c0_g1	440
TRINITY_DN53644_c0_g1	307
TRINITY_DN53681_c0_g1	394
TRINITY_DN53623_c0_g1	224
TRINITY_DN32893_c0_g1	553
TRINITY_DN92787_c0_g1	473
TRINITY_DN92740_c0_g1	392
TRINITY_DN92738_c1_g1	445
TRINITY_DN94618_c0_g1	219
TRINITY_DN18651_c0_g1	303
TRINITY_DN18626_c0_g1	216
TRINITY_DN18678_c0_g1	498
TRINITY_DN18664_c0_g1	558
TRINITY_DN18693_c0_g1	615
TRINITY_DN18622_c0_g1	239
TRINITY_DN58248_c0_g2	444
TRINITY_DN58250_c0_g1	448
TRINITY_DN73579_c0_g1	562
TRINITY_DN73532_c0_g1	257
TRINITY_DN73535_c0_g1	334
TRINITY_DN73551_c1_g1	204
TRINITY_DN28586_c0_g1	392
TRINITY_DN28554_c0_g1	263
TRINITY_DN28570_c0_g1	292
TRINITY_DN66344_c0_g1	290
TRINITY_DN66336_c0_g1	241
TRINITY_DN62534_c0_g1	277
TRINITY_DN62560_c0_g1	286
TRINITY_DN62583_c0_g1	351
TRINITY_DN81653_c0_g1	712
TRINITY_DN81684_c0_g1	472
TRINITY_DN81682_c0_g1	371
TRINITY_DN81646_c0_g1	317
TRINITY_DN81652_c0_g1	353
TRINITY_DN81664_c0_g1	360
TRINITY_DN81642_c0_g1	393
TRINITY_DN81660_c0_g1	315
TRINITY_DN2425_c0_g1	236
TRINITY_DN2493_c0_g1	562
TRINITY_DN2429_c0_g1	277
TRINITY_DN2406_c0_g1	232
TRINITY_DN72944_c0_g1	456
TRINITY_DN97926_c0_g1	807
TRINITY_DN97926_c1_g1	234
TRINITY_DN97939_c0_g1	538
TRINITY_DN97975_c0_g1	238
TRINITY_DN97971_c0_g1	639
TRINITY_DN97914_c0_g1	231
TRINITY_DN97998_c0_g2	268
TRINITY_DN83759_c0_g1	253
TRINITY_DN83793_c0_g1	362
TRINITY_DN83708_c0_g1	280
TRINITY_DN83762_c0_g1	413
TRINITY_DN83758_c0_g1	831
TRINITY_DN83707_c0_g1	407
TRINITY_DN83760_c0_g1	445
TRINITY_DN50904_c0_g1	499
TRINITY_DN50913_c0_g1	317
TRINITY_DN10395_c0_g1	1600
TRINITY_DN10387_c0_g1	517
TRINITY_DN10391_c0_g1	304
TRINITY_DN10334_c0_g1	578
TRINITY_DN10366_c0_g1	243
TRINITY_DN10383_c1_g1	376
TRINITY_DN10306_c0_g1	583
TRINITY_DN10305_c0_g1	310
TRINITY_DN16140_c0_g1	633
TRINITY_DN16134_c0_g1	217
TRINITY_DN16135_c0_g1	391
TRINITY_DN69835_c0_g1	390
TRINITY_DN69894_c0_g1	236
TRINITY_DN50815_c0_g1	279
TRINITY_DN50857_c0_g1	593
TRINITY_DN50812_c0_g1	255
TRINITY_DN50851_c0_g1	579
TRINITY_DN16887_c0_g1	218
TRINITY_DN16896_c0_g1	229
TRINITY_DN16844_c0_g1	250
TRINITY_DN16838_c0_g1	211
TRINITY_DN49264_c0_g2	411
TRINITY_DN49224_c0_g1	315
TRINITY_DN49260_c0_g1	562
TRINITY_DN49211_c0_g1	386
TRINITY_DN49287_c0_g1	415
TRINITY_DN49202_c0_g1	665
TRINITY_DN49208_c0_g1	237
TRINITY_DN49291_c0_g1	397
TRINITY_DN49291_c0_g2	399
TRINITY_DN49254_c0_g1	566
TRINITY_DN28895_c0_g1	295
TRINITY_DN28821_c0_g1	285
TRINITY_DN58789_c0_g1	455
TRINITY_DN96510_c0_g1	215
TRINITY_DN96589_c0_g1	425
TRINITY_DN96581_c0_g1	480
TRINITY_DN96537_c0_g1	201
TRINITY_DN96537_c0_g2	205
TRINITY_DN96524_c0_g1	385
TRINITY_DN96508_c0_g1	393
TRINITY_DN96544_c0_g1	248
TRINITY_DN96522_c0_g1	663
TRINITY_DN90361_c0_g1	924
TRINITY_DN90316_c0_g1	201
TRINITY_DN42116_c0_g1	308
TRINITY_DN42188_c0_g1	714
TRINITY_DN42106_c0_g1	319
TRINITY_DN42124_c0_g1	227
TRINITY_DN42175_c0_g1	654
TRINITY_DN42150_c0_g1	278
TRINITY_DN42145_c0_g1	437
TRINITY_DN83169_c0_g1	878
TRINITY_DN83120_c0_g1	502
TRINITY_DN83139_c0_g1	257
TRINITY_DN83191_c0_g1	215
TRINITY_DN83191_c1_g1	258
TRINITY_DN83189_c0_g1	354
TRINITY_DN84167_c0_g1	432
TRINITY_DN84161_c0_g1	398
TRINITY_DN84195_c0_g1	345
TRINITY_DN84154_c0_g1	1020
TRINITY_DN33312_c0_g1	307
TRINITY_DN53743_c0_g1	243
TRINITY_DN53778_c0_g1	448
TRINITY_DN48680_c0_g1	321
TRINITY_DN48611_c0_g1	330
TRINITY_DN48604_c0_g1	230
TRINITY_DN48669_c0_g1	235
TRINITY_DN48630_c0_g1	293
TRINITY_DN46960_c0_g1	610
TRINITY_DN46905_c0_g1	229
TRINITY_DN46958_c0_g1	323
TRINITY_DN46954_c0_g1	485
TRINITY_DN79184_c0_g1	454
TRINITY_DN79134_c0_g1	265
TRINITY_DN79166_c0_g1	429
TRINITY_DN88993_c0_g1	521
TRINITY_DN88934_c0_g1	278
TRINITY_DN88943_c0_g1	279
TRINITY_DN88955_c0_g1	414
TRINITY_DN88911_c0_g1	354
TRINITY_DN88992_c0_g2	215
TRINITY_DN74349_c0_g1	226
TRINITY_DN74359_c0_g1	383
TRINITY_DN74359_c0_g2	278
TRINITY_DN29075_c0_g1	226
TRINITY_DN29040_c0_g1	593
TRINITY_DN97104_c0_g1	345
TRINITY_DN97112_c0_g1	359
TRINITY_DN97175_c0_g1	409
TRINITY_DN97161_c0_g1	213
TRINITY_DN57749_c0_g1	434
TRINITY_DN57754_c0_g1	255
TRINITY_DN57701_c0_g1	424
TRINITY_DN57762_c0_g1	294
TRINITY_DN57769_c0_g1	224
TRINITY_DN57786_c0_g1	321
TRINITY_DN38508_c0_g1	303
TRINITY_DN38567_c0_g1	466
TRINITY_DN38515_c0_g1	289
TRINITY_DN38555_c0_g1	230
TRINITY_DN34844_c0_g1	305
TRINITY_DN34842_c0_g1	684
TRINITY_DN95027_c0_g1	251
TRINITY_DN95035_c0_g1	258
TRINITY_DN95079_c0_g1	451
TRINITY_DN95032_c0_g1	418
TRINITY_DN81507_c1_g1	210
TRINITY_DN81534_c0_g1	671
TRINITY_DN81523_c0_g1	202
TRINITY_DN81582_c0_g1	1331
TRINITY_DN80573_c0_g1	458
TRINITY_DN80519_c0_g1	492
TRINITY_DN80501_c0_g1	526
TRINITY_DN80531_c0_g1	345
TRINITY_DN89024_c0_g1	483
TRINITY_DN89095_c0_g1	530
TRINITY_DN89012_c0_g1	547
TRINITY_DN93966_c0_g1	481
TRINITY_DN83385_c0_g1	286
TRINITY_DN83376_c0_g1	381
TRINITY_DN83325_c0_g1	623
TRINITY_DN83387_c0_g1	356
TRINITY_DN83331_c0_g1	335
TRINITY_DN48407_c0_g1	375
TRINITY_DN48439_c0_g1	204
TRINITY_DN48445_c0_g1	496
TRINITY_DN48462_c0_g1	859
TRINITY_DN48479_c0_g1	382
TRINITY_DN48433_c0_g1	252
TRINITY_DN48447_c0_g1	504
TRINITY_DN48463_c0_g1	214
TRINITY_DN36472_c0_g1	316
TRINITY_DN36407_c0_g1	234
TRINITY_DN36475_c0_g1	213
TRINITY_DN36458_c0_g1	417
TRINITY_DN29698_c0_g1	271
TRINITY_DN29640_c0_g1	201
TRINITY_DN76306_c0_g1	508
TRINITY_DN76399_c0_g1	286
TRINITY_DN76341_c0_g1	344
TRINITY_DN38408_c0_g1	263
TRINITY_DN38445_c0_g1	601
TRINITY_DN38407_c0_g1	235
TRINITY_DN38462_c0_g1	232
TRINITY_DN38415_c0_g1	758
TRINITY_DN38418_c0_g1	863
TRINITY_DN38441_c0_g1	262
TRINITY_DN38492_c0_g1	805
TRINITY_DN38455_c0_g1	229
TRINITY_DN38457_c0_g1	630
TRINITY_DN38467_c0_g1	243
TRINITY_DN38477_c0_g1	348
TRINITY_DN38469_c0_g1	289
TRINITY_DN4172_c0_g1	294
TRINITY_DN20941_c0_g1	226
TRINITY_DN20994_c0_g1	270
TRINITY_DN20902_c0_g1	202
TRINITY_DN36567_c0_g1	494
TRINITY_DN36560_c0_g1	428
TRINITY_DN36578_c0_g1	326
TRINITY_DN14429_c0_g1	406
TRINITY_DN84417_c0_g1	379
TRINITY_DN84477_c0_g1	332
TRINITY_DN84484_c0_g1	448
TRINITY_DN84470_c1_g1	469
TRINITY_DN84481_c0_g1	547
TRINITY_DN84424_c0_g1	276
TRINITY_DN84460_c0_g1	205
TRINITY_DN84445_c1_g1	202
TRINITY_DN84490_c0_g1	329
TRINITY_DN84416_c0_g1	348
TRINITY_DN84494_c0_g1	518
TRINITY_DN63571_c0_g1	239
TRINITY_DN63593_c0_g1	225
TRINITY_DN53156_c0_g1	421
TRINITY_DN53132_c0_g1	284
TRINITY_DN53128_c0_g1	571
TRINITY_DN53163_c0_g1	247
TRINITY_DN53130_c0_g1	201
TRINITY_DN39422_c0_g1	529
TRINITY_DN39441_c0_g1	378
TRINITY_DN39463_c0_g1	212
TRINITY_DN39482_c0_g1	603
TRINITY_DN40628_c0_g1	426
TRINITY_DN87834_c0_g1	1005
TRINITY_DN87880_c0_g1	209
TRINITY_DN87880_c1_g1	344
TRINITY_DN32453_c0_g1	280
TRINITY_DN32461_c0_g1	238
TRINITY_DN54004_c0_g1	356
TRINITY_DN54040_c0_g1	334
TRINITY_DN27449_c0_g1	365
TRINITY_DN27413_c0_g1	271
TRINITY_DN94486_c0_g1	272
TRINITY_DN94408_c0_g1	222
TRINITY_DN94438_c0_g1	557
TRINITY_DN94430_c0_g1	258
TRINITY_DN85265_c0_g1	279
TRINITY_DN85209_c0_g1	316
TRINITY_DN85253_c0_g1	547
TRINITY_DN85234_c0_g1	262
TRINITY_DN39723_c0_g1	356
TRINITY_DN39784_c0_g1	380
TRINITY_DN39791_c0_g1	340
TRINITY_DN39744_c0_g1	375
TRINITY_DN39711_c0_g1	236
TRINITY_DN47950_c0_g1	209
TRINITY_DN47961_c0_g1	308
TRINITY_DN47995_c0_g1	539
TRINITY_DN47973_c0_g1	602
TRINITY_DN47952_c0_g1	209
TRINITY_DN36711_c0_g2	308
TRINITY_DN14641_c0_g1	267
TRINITY_DN14655_c0_g1	293
TRINITY_DN14645_c0_g1	475
TRINITY_DN14692_c0_g1	625
TRINITY_DN14614_c0_g1	313
TRINITY_DN14600_c0_g1	362
TRINITY_DN14600_c1_g1	336
TRINITY_DN14661_c0_g1	393
TRINITY_DN14639_c0_g1	377
TRINITY_DN14606_c0_g1	331
TRINITY_DN24007_c0_g1	509
TRINITY_DN91201_c0_g1	261
TRINITY_DN91297_c0_g1	546
TRINITY_DN22995_c0_g1	576
TRINITY_DN22907_c0_g1	242
TRINITY_DN22913_c0_g1	318
TRINITY_DN93064_c0_g1	464
TRINITY_DN93039_c1_g1	295
TRINITY_DN93037_c0_g1	646
TRINITY_DN93075_c0_g1	398
TRINITY_DN27722_c0_g1	374
TRINITY_DN27788_c0_g1	205
TRINITY_DN27760_c0_g1	223
TRINITY_DN27714_c0_g1	225
TRINITY_DN28988_c0_g1	353
TRINITY_DN28976_c0_g1	468
TRINITY_DN28978_c0_g1	238
TRINITY_DN13657_c0_g1	567
TRINITY_DN13671_c0_g1	325
TRINITY_DN13622_c0_g1	230
TRINITY_DN13612_c0_g1	618
TRINITY_DN13681_c0_g1	407
TRINITY_DN72613_c0_g1	412
TRINITY_DN72676_c0_g1	251
TRINITY_DN78084_c0_g1	383
TRINITY_DN64054_c0_g1	317
TRINITY_DN30415_c0_g1	255
TRINITY_DN30464_c0_g1	267
TRINITY_DN58625_c0_g1	266
TRINITY_DN58637_c0_g1	202
TRINITY_DN9182_c0_g1	211
TRINITY_DN9105_c0_g1	257
TRINITY_DN9145_c0_g1	245
TRINITY_DN9186_c0_g1	308
TRINITY_DN61096_c0_g1	300
TRINITY_DN61034_c0_g1	213
TRINITY_DN98449_c1_g1	549
TRINITY_DN98476_c0_g2	274
TRINITY_DN98448_c0_g1	217
TRINITY_DN98409_c0_g1	376
TRINITY_DN98465_c0_g1	535
TRINITY_DN17942_c0_g1	232
TRINITY_DN17915_c0_g1	205
TRINITY_DN77026_c0_g1	491
TRINITY_DN77052_c0_g1	459
TRINITY_DN77082_c0_g1	270
TRINITY_DN77042_c0_g1	455
TRINITY_DN77080_c0_g1	255
TRINITY_DN77001_c0_g1	551
TRINITY_DN35053_c0_g1	598
TRINITY_DN35034_c0_g1	366
TRINITY_DN35035_c0_g1	232
TRINITY_DN44523_c0_g1	485
TRINITY_DN44568_c0_g1	217
TRINITY_DN44536_c0_g1	290
TRINITY_DN44575_c0_g1	258
TRINITY_DN44541_c0_g1	390
TRINITY_DN44508_c0_g1	343
TRINITY_DN52372_c0_g1	234
TRINITY_DN22226_c0_g1	205
TRINITY_DN22218_c0_g1	238
TRINITY_DN22298_c0_g1	243
TRINITY_DN22238_c0_g1	236
TRINITY_DN77946_c0_g1	232
TRINITY_DN77936_c0_g1	207
TRINITY_DN77904_c0_g1	280
TRINITY_DN33242_c0_g1	213
TRINITY_DN33239_c0_g1	228
TRINITY_DN33205_c0_g1	305
TRINITY_DN67316_c0_g1	204
TRINITY_DN75516_c0_g1	334
TRINITY_DN75596_c0_g1	540
TRINITY_DN75528_c0_g1	201
TRINITY_DN75546_c0_g1	295
TRINITY_DN75565_c0_g1	296
TRINITY_DN80810_c0_g1	587
TRINITY_DN80814_c0_g1	282
TRINITY_DN80878_c0_g1	316
TRINITY_DN80891_c0_g1	529
TRINITY_DN80876_c0_g1	548
TRINITY_DN10140_c0_g1	434
TRINITY_DN10133_c0_g1	368
TRINITY_DN10172_c0_g1	494
TRINITY_DN10176_c0_g1	570
TRINITY_DN10128_c0_g1	682
TRINITY_DN10146_c0_g1	786
TRINITY_DN10173_c0_g1	341
TRINITY_DN10148_c0_g1	560
TRINITY_DN10101_c0_g1	608
TRINITY_DN3759_c0_g1	324
TRINITY_DN3740_c0_g1	204
TRINITY_DN3753_c0_g1	219
TRINITY_DN3792_c0_g1	279
TRINITY_DN3792_c1_g1	206
TRINITY_DN41814_c0_g1	345
TRINITY_DN41839_c0_g1	285
TRINITY_DN41891_c0_g1	315
TRINITY_DN41890_c0_g1	293
TRINITY_DN98039_c0_g1	241
TRINITY_DN98013_c0_g1	405
TRINITY_DN73366_c0_g1	279
TRINITY_DN73392_c0_g1	208
TRINITY_DN73378_c0_g1	254
TRINITY_DN73447_c0_g1	210
TRINITY_DN73489_c0_g1	428
TRINITY_DN73450_c0_g1	237
TRINITY_DN88489_c0_g1	625
TRINITY_DN88481_c0_g1	204
TRINITY_DN88400_c0_g1	650
TRINITY_DN61684_c0_g1	346
TRINITY_DN37411_c0_g1	330
TRINITY_DN37496_c0_g1	492
TRINITY_DN37426_c0_g1	578
TRINITY_DN77351_c0_g1	1184
TRINITY_DN77361_c0_g1	225
TRINITY_DN77361_c0_g2	232
TRINITY_DN65119_c0_g1	277
TRINITY_DN46170_c0_g1	230
TRINITY_DN46196_c1_g1	250
TRINITY_DN46104_c0_g1	225
TRINITY_DN46152_c0_g1	456
TRINITY_DN46187_c0_g1	309
TRINITY_DN46181_c0_g1	344
TRINITY_DN46143_c0_g1	385
TRINITY_DN46131_c0_g1	371
TRINITY_DN94235_c0_g1	286
TRINITY_DN94223_c0_g1	332
TRINITY_DN94248_c0_g1	1295
TRINITY_DN94264_c0_g1	333
TRINITY_DN92934_c0_g1	299
TRINITY_DN92931_c0_g1	555
TRINITY_DN92991_c0_g1	238
TRINITY_DN92935_c0_g1	243
TRINITY_DN92910_c0_g1	251
TRINITY_DN92964_c0_g1	413
TRINITY_DN92938_c0_g1	559
TRINITY_DN92954_c0_g1	296
TRINITY_DN95757_c0_g1	242
TRINITY_DN95791_c0_g1	515
TRINITY_DN95723_c0_g1	443
TRINITY_DN95730_c0_g1	224
TRINITY_DN95797_c1_g1	249
TRINITY_DN95716_c0_g1	201
TRINITY_DN88585_c1_g1	339
TRINITY_DN88529_c0_g1	260
TRINITY_DN88558_c0_g1	293
TRINITY_DN88578_c0_g1	202
TRINITY_DN98852_c0_g1	393
TRINITY_DN98823_c0_g1	407
TRINITY_DN98803_c0_g1	306
TRINITY_DN98802_c0_g1	585
TRINITY_DN98859_c0_g1	460
TRINITY_DN36064_c0_g1	286
TRINITY_DN36004_c0_g1	428
TRINITY_DN36061_c0_g1	429
TRINITY_DN6619_c0_g1	302
TRINITY_DN6619_c1_g1	280
TRINITY_DN50786_c0_g1	403
TRINITY_DN50775_c0_g1	277
TRINITY_DN50776_c0_g1	1040
TRINITY_DN50738_c0_g1	663
TRINITY_DN50764_c0_g1	213
TRINITY_DN50784_c0_g1	513
TRINITY_DN50758_c0_g1	368
TRINITY_DN52862_c0_g1	406
TRINITY_DN52802_c0_g1	384
TRINITY_DN61178_c0_g1	282
TRINITY_DN61190_c0_g1	516
TRINITY_DN61107_c0_g1	244
TRINITY_DN61117_c0_g1	220
TRINITY_DN18121_c0_g1	301
TRINITY_DN18111_c0_g1	230
TRINITY_DN18102_c0_g1	472
TRINITY_DN36370_c1_g1	669
TRINITY_DN36300_c0_g1	209
TRINITY_DN36361_c0_g1	383
TRINITY_DN36331_c0_g1	411
TRINITY_DN36339_c0_g1	293
TRINITY_DN86133_c0_g1	340
TRINITY_DN86185_c0_g1	651
TRINITY_DN86126_c0_g1	363
TRINITY_DN2287_c0_g1	221
TRINITY_DN62386_c0_g1	383
TRINITY_DN62307_c0_g1	337
TRINITY_DN62359_c0_g1	240
TRINITY_DN62345_c0_g1	257
TRINITY_DN30924_c0_g1	214
TRINITY_DN30919_c0_g1	887
TRINITY_DN37617_c0_g1	605
TRINITY_DN37690_c0_g1	567
TRINITY_DN37602_c0_g1	238
TRINITY_DN37663_c0_g1	346
TRINITY_DN37649_c0_g1	203
TRINITY_DN2154_c0_g1	401
TRINITY_DN2155_c0_g1	283
TRINITY_DN2109_c0_g1	381
TRINITY_DN2156_c0_g1	840
TRINITY_DN23034_c0_g1	294
TRINITY_DN23028_c0_g1	256
TRINITY_DN23002_c0_g1	329
TRINITY_DN76589_c0_g1	412
TRINITY_DN76541_c0_g1	328
TRINITY_DN76585_c0_g1	798
TRINITY_DN90409_c0_g1	394
TRINITY_DN90444_c0_g1	374
TRINITY_DN47023_c0_g1	264
TRINITY_DN47023_c0_g2	250
TRINITY_DN47098_c0_g1	209
TRINITY_DN47088_c0_g1	438
TRINITY_DN47033_c0_g1	321
TRINITY_DN47079_c1_g1	259
TRINITY_DN50271_c0_g1	223
TRINITY_DN50250_c0_g1	284
TRINITY_DN50237_c0_g1	354
TRINITY_DN64260_c0_g1	217
TRINITY_DN64290_c0_g1	474
TRINITY_DN35235_c0_g1	978
TRINITY_DN35250_c0_g1	351
TRINITY_DN35236_c0_g1	372
TRINITY_DN29735_c0_g1	225
TRINITY_DN29721_c0_g1	348
TRINITY_DN29751_c0_g1	216
TRINITY_DN29763_c0_g1	318
TRINITY_DN29706_c0_g1	290
TRINITY_DN31316_c0_g1	383
TRINITY_DN31389_c0_g1	491
TRINITY_DN75381_c0_g1	319
TRINITY_DN75396_c0_g1	365
TRINITY_DN75300_c0_g1	251
TRINITY_DN85715_c0_g1	449
TRINITY_DN85747_c0_g1	331
TRINITY_DN85783_c0_g1	473
TRINITY_DN85793_c0_g1	229
TRINITY_DN94332_c0_g1	293
TRINITY_DN94350_c0_g1	285
TRINITY_DN55830_c0_g1	242
TRINITY_DN55870_c0_g1	259
TRINITY_DN87659_c0_g1	576
TRINITY_DN87649_c0_g1	251
TRINITY_DN87629_c0_g1	237
TRINITY_DN87693_c0_g1	258
